id,latitude,longitude,trigger_index,distance,magnitude,magtype
ci40905743,32.0058333,-117.3106667,762.7266760024686,114.12188484892799,2.35,ml
ci40905767,33.7863333,-116.0771667,1270.0037817789907,131.46344663616648,2.03,ml
us7000plkx,36.5126,-113.9766,2721.441839919847,483.9483989547906,2.5,ml
nc75153017,36.0291666666667,-120.590666666667,4172.136372322228,543.6989515582821,2.23,md
ci40906895,32.389,-117.66,1025.852761421234,126.20746158281891,2.18,ml
ci40906943,31.5008333,-115.618,891.3913895955462,142.91191366698507,2.41,ml
ci40907031,33.7611667,-116.069,416.99814081055024,128.86474499135025,2.98,ml
us7000pluc,31.4222,-115.8581,633.2962559703052,141.77737152169087,2.7,ml
ci40907079,33.2931667,-116.2086667,532.8025453399526,75.26035991632503,2.3,ml
nc75153292,36.4155,-120.268833333333,5055.013820128965,554.2712434973879,2.08,md
ci40907399,34.2956667,-117.0996667,1296.6307126712582,198.52550266027984,2.37,ml
ci40907823,35.7045,-117.5293333,1908.6191642584004,359.5168750938119,2.55,ml
ci40907951,34.1141667,-117.3223333,1014.0537700462381,188.82564810875854,2.54,ml
ci40908007,33.7883333,-116.0763333,1301.8921017949801,131.69673018390378,2.01,ml
ci40908271,33.2801667,-116.1408333,474.42513092285225,75.19131603321009,2.4,ml
ci40908383,33.2968333,-116.2101667,739.172792786718,75.63903389432426,2.02,ml
ci40908471,35.347,-117.801,1462.6955594942763,331.2485172550358,2.71,ml
nn00895022,36.5084,-113.9889,3836.830480216157,483.0283392290539,2.2,ml
us7000pm8l,36.5209,-113.9869,1718.5302733632316,484.34763893081674,2.9,ml
us7000pmew,36.4901,-113.9921,2705.3483245777206,481.0865222579857,2.5,ml
ci40909295,31.6961667,-115.9481667,937.6856758074122,110.16846078079492,2.14,ml
ci40909303,34.3625,-116.4626667,1263.8691058102215,193.50941411133095,2.37,ml
us7000pmm0,36.5031,-113.9921,962.4601155985546,482.3727228134242,3.4,ml
nn00895117,36.496,-113.9852,3828.292857596674,481.9535162218563,2.2,ml
us7000pmmf,36.5079,-114.0035,2417.638726470037,482.382344213502,2.6,ml
ci40910623,33.7838333,-115.9246667,1069.3285715714972,134.62049123089162,2.2,ml
ci40910639,32.3313333,-115.424,597.7605831343096,92.58215252892344,2.38,ml
ci40910727,36.024,-117.7781667,2707.1939498255497,400.4233279585191,2.34,ml
nc75155562,36.8001666666667,-121.5445,6132.459676804313,664.7138092837965,2.07,md
us7000pmtd,36.5002,-113.9832,1080.0732919604943,482.4510178392295,3.3,ml
ci40911247,34.0636667,-118.9041667,2737.737681857936,286.67632837481364,2.04,ml
nc75156077,36.8086666666667,-121.528833333333,6492.1251316933585,664.3346152271582,2.02,md
ci40911519,32.1978333,-115.0301667,286.60264139049957,132.51962206186514,3.33,ml
nc75156487,36.7916666666667,-121.351666666667,4017.513165119421,651.564341746311,2.42,md
nn00895246,36.8881,-117.7502,4379.78077107755,491.41948509458945,2.1,ml
ci40912255,35.3488333,-117.8115,1111.5101209761624,331.8282995913635,2.95,ml
us7000pnhz,36.5086,-114.0028,2713.1857953425897,482.48024354678057,2.5,ml
us7000pniy,36.492,-114.0002,762.2422627141095,480.94235393266837,3.6,ml
ci40912479,33.8701667,-117.768,1649.1736586211773,191.54304597875728,2.13,ml
ci40912687,35.352,-117.8096667,1703.1116298123754,332.0803014174784,2.58,ml
ci40912751,33.3218333,-115.712,425.11509776804724,97.38824261800289,2.72,ml
